Colonia;Habitaciones;Garages;Suites;Area;Valor;Condominio;Impuesto
Santa Fe;2;1;1;90;8575.0;4914.0;9866.5
Narvarte;2;1;1;84;6300.0;2852.5;374.5
Condesa;2;0;0;75;9800.0;4200.0;315.0
Del Valle;2;0;0;84;8050.0;3514.0;0.0
Narvarte;3;1;1;98;8400.0;2880.5;605.5
Santa Fe;2;1;1;77;6475.0;3713.5;0.0
Condesa;2;0;0;80;7000.0;3150.0;5194.0
Condesa;2;0;0;101;10115.0;4305.0;525.0
Santa Fe;2;1;1;99;8400.0;5400.5;1183.0
Narvarte;2;1;1;82;5250.0;2625.0;231.0
Narvarte;2;1;0;75;5950.0;3080.0;420.0
Narvarte;3;1;0;193;5950.0;2975.0;406.0
Santa Fe;2;1;1;80;8750.0;4686.5;654.5
San Miguel Chapultepec;2;1;0;80;5600.0;2205.0;227.5
Santa Fe;3;2;1;106;8750.0;6202.0;871.5
Peralvillo;2;1;0;75;2800.0;1697.5;0.0
Narvarte;2;0;0;95;4550.0;2380.0;451.5
Santa Fe;3;1;1;120;10150.0;7525.0;1358.0
Narvarte;2;1;2;121;8050.0;3500.0;0.0
Santa Fe;2;1;1;72;6300.0;3122.0;654.5
San Miguel Chapultepec;2;1;0;72;5250.0;1575.0;315.0
Narvarte;3;0;0;116;7000.0;2555.0;4060.0
San Rafael;3;0;1;85;5950.0;1330.0;122.5
Condesa;2;0;0;73;8050.0;2450.0;0.0
Santa Fe;2;1;1;80;8750.0;3500.0;420.0
Santa Fe;2;1;1;93;8925.0;3465.0;595.0
Santa Fe;2;1;1;73;7000.0;3101.0;0.0
Santa Fe;2;1;1;78;7350.0;4725.0;490.0
Del Valle;2;0;0;74;8050.0;2072.0;350.0
Condesa;3;1;0;105;8750.0;4900.0;770.0
Narvarte;3;0;0;86;8750.0;1963.5;395.5
Santa Fe;3;0;1;86;5600.0;3248.0;878.5
Roma Norte;3;0;0;86;5600.0;1225.0;0.0
Narvarte;3;1;2;116;8750.0;3150.0;770.0
Coyoacán;2;1;0;100;9800.0;2852.5;854.0
Santa Fe;2;1;1;98;10150.0;3780.0;0.0
Santa Fe;2;1;1;72;7700.0;4865.0;420.0
Atlampa;2;1;0;82;5775.0;763.0;0.0
Santa Fe;2;1;1;74;8050.0;4725.0;0.0
Roma Norte;3;0;0;86;6300.0;1855.0;266.0
Narvarte;2;0;0;74;4200.0;2789.5;0.0
Polanco;2;2;1;75;10150.0;4980.5;679.0
Narvarte;2;1;1;73;6300.0;3157.0;0.0
Narvarte;4;1;1;140;9450.0;4294.5;1004.5
Condesa;2;0;0;75;7700.0;1960.0;3500.0
Roma;3;0;1;91;8050.0;1067.5;581.0
Santa Fe;3;1;1;110;9450.0;5950.0;980.0
Roma;2;1;1;76;10325.0;3307.5;546.0
Santa Fe;3;1;1;90;8575.0;5131.0;581.0
Santa Fe;3;2;1;74;8750.0;2177.0;224.0
San Miguel Chapultepec;2;1;0;120;7700.0;1365.0;700.0
Narvarte;2;1;1;78;8050.0;1960.0;287.0
Santa Fe;2;1;1;78;8050.0;3307.5;455.0
Santa Fe;2;1;2;86;9800.0;4900.0;875.0
Peralvillo;3;1;1;75;5250.0;2065.0;0.0
Santa Fe;2;1;2;88;8225.0;5110.0;7766.5
Condesa;2;2;1;86;9800.0;2289.0;945.0
Santa Fe;2;1;1;74;8750.0;2786.0;777.0
San Ángel;2;0;0;80;9450.0;2450.0;455.0
San Miguel Chapultepec;2;0;0;71;3150.0;1680.0;0.0
Santa Fe;2;1;1;84;8050.0;4375.0;710.5
Santa Fe;2;1;2;84;8750.0;5285.0;976.5
Narvarte;3;1;1;125;8750.0;3850.0;700.0
Narvarte;2;0;0;83;6300.0;1946.0;283.5
San Miguel Chapultepec;2;1;1;80;5250.0;3080.0;322.0
Del Valle;2;0;0;80;9100.0;2964.5;332.5
Narvarte;2;1;1;100;7700.0;3115.0;0.0
Santa Fe;3;2;1;115;9450.0;5890.5;917.0
Villa de Cortés;3;1;0;85;4200.0;1400.0;0.0
Narvarte;3;0;0;85;6650.0;2450.0;262.5
Roma;2;1;0;85;9450.0;2747.5;420.0
Reforma Política;2;0;0;83;3500.0;875.0;87.5
El Contadero;2;1;0;75;7700.0;1400.0;416.5
Santa Fe;3;1;1;120;10150.0;5600.0;1085.0
Mixcoac;2;0;0;84;2975.0;276.5;0.0
Santa Fe;3;1;1;120;10150.0;7665.0;0.0
Santa Fe;2;1;1;100;10150.0;6062.0;812.0
Santa Fe;2;1;1;95;5950.0;5180.0;0.0
Narvarte;2;1;0;81;5425.0;2100.0;304.5
Condesa;2;1;0;107;9800.0;2352.0;77.0
Narvarte;2;1;0;88;4200.0;2240.0;0.0
Ciudad de los Deportes;2;2;1;165;3500.0;3850.0;6699.0
Narvarte;3;1;0;94;7000.0;2436.0;332.5
Juárez;2;0;0;85;5950.0;1470.0;539.0
Narvarte;2;0;0;80;4900.0;2975.0;0.0
Polanco;3;1;0;84;8050.0;2408.0;567.0
La Virgen;3;1;0;73;3850.0;1820.0;52.5
Narvarte;3;1;1;86;9275.0;2520.0;560.0
Roma;3;1;1;110;9800.0;3500.0;0.0
San Miguel Chapultepec;2;1;0;85;4900.0;2450.0;0.0
Nueva Santa María;2;1;0;80;4200.0;1610.0;56.0
Santa Fe;3;0;0;88;9450.0;1225.0;35.0
Del Valle;3;0;1;115;8750.0;1365.0;203.0
Nativitas;3;1;1;110;5600.0;1190.0;0.0
Santa Fe;3;2;2;89;8750.0;3325.0;0.0
Condesa;2;0;0;110;8050.0;4494.0;588.0
Villa de Cortés;3;0;1;110;2975.0;3220.0;0.0
Condesa;2;1;1;78;8750.0;2534.0;735.0
Juárez;2;1;1;75;7350.0;2537.5;483.0
Narvarte;3;2;1;97;8050.0;3045.0;0.0
Santa Fe;3;1;1;86;7000.0;2975.0;420.0
Centro Histórico;2;0;0;80;7350.0;2030.0;77.0
Condesa;2;0;1;98;9450.0;3010.0;385.0
Santa Fe;2;1;1;100;9275.0;5355.0;980.0
Santa Fe;2;1;1;102;10150.0;4970.0;1015.0
Narvarte;3;1;0;150;5600.0;2275.0;315.0
Condesa;3;0;0;85;10150.0;3500.0;560.0
Santa Fe;4;2;1;158;8750.0;5677.0;1417.5
Roma;2;1;1;90;9100.0;3150.0;0.0
Santa Fe;3;2;1;98;8925.0;4235.0;367.5
Condesa;2;1;1;105;9800.0;2572.5;0.0
Santa Fe;2;1;1;94;7175.0;5460.0;759.5
Condesa;2;0;0;75;9100.0;4200.0;315.0
Narvarte;3;0;0;90;6996.5;2100.0;0.0
Narvarte;3;1;1;140;9800.0;4410.0;0.0
San Rafael;2;0;0;80;4550.0;2418.5;231.0
Narvarte;2;0;0;73;6300.0;1925.0;0.0
Narvarte;2;1;0;91;5950.0;2310.0;500.5
Ciudad de los Deportes;4;2;3;245;9450.0;4830.0;507.5
Condesa;3;0;0;100;7700.0;3545.5;749.0
Lomas de Chapultepec;3;0;0;93;9800.0;3934.0;0.0
Condesa;2;0;0;75;9450.0;2030.0;626.5
Condesa;3;0;0;100;8750.0;3150.0;731.5
Narvarte;3;0;0;95;5600.0;2789.5;0.0
Del Valle;2;0;0;80;9100.0;2975.0;0.0
Narvarte;3;1;0;100;7000.0;3500.0;343.0
Condesa;2;1;0;97;7700.0;5180.0;630.0
Santa Fe;2;1;1;102;8750.0;5075.0;889.0
Del Valle;2;1;0;74;8750.0;2338.0;343.0
Nueva Santa María;3;1;1;79;4550.0;2352.0;402.5
La Condesa;2;0;0;112;8050.0;2415.0;0.0
Santa Fe;2;1;1;90;10325.0;4725.0;906.5
Condesa;3;0;0;103;8750.0;4707.5;791.0
Santa Fe;3;1;1;80;8050.0;2100.0;304.5
Narvarte;3;1;2;140;10150.0;770.0;637.0
Santa Fe;2;1;1;72;5600.0;4060.0;266.0
Juárez;3;0;1;97;9800.0;2492.0;556.5
San Pedro de los Pinos;2;1;1;77;9100.0;3836.0;420.0
San Miguel Chapultepec;2;1;1;80;4550.0;2450.0;231.0
San Miguel Chapultepec;2;1;1;85;7000.0;1578.5;350.0
Santa Fe;4;2;1;200;9800.0;5950.0;875.0
Condesa;3;0;0;127;8750.0;4077.5;0.0
Narvarte;2;1;0;85;7000.0;2100.0;0.0
Álvaro Obregón;3;1;0;90;4200.0;980.0;0.0
Santa Fe;3;2;1;79;5250.0;4200.0;770.0
Condesa;3;1;0;90;7700.0;4732.0;455.0
Santa Fe;3;1;1;90;8750.0;5075.0;5250.0
Santa Fe;2;1;1;80;7000.0;4242.0;682.5
Santa Fe;2;1;1;106;9030.0;4200.0;850.5
Narvarte;3;0;0;130;9660.0;875.0;80.5
Condesa;3;0;0;108;8750.0;6352.5;938.0
Santa Fe;2;1;1;84;8750.0;4959.5;630.0
Narvarte;2;1;1;80;8400.0;2450.0;0.0
Narvarte;2;1;1;73;7700.0;2275.0;4900.0
Roma;2;1;0;81;9800.0;2625.0;2905.0
Peralvillo;2;1;1;83;5075.0;1050.0;3598.0
Nativitas;2;1;1;85;5250.0;1032.5;0.0
Santa Fe;2;1;1;94;7175.0;5330.5;0.0
Nueva Santa María;3;1;0;98;3850.0;2800.0;350.0
Narvarte;2;0;0;75;4550.0;3115.0;0.0
Narvarte;3;0;0;110;7350.0;2870.0;385.0
Narvarte;2;1;1;85;7700.0;3174.5;483.0
Narvarte;2;1;0;73;7700.0;2450.0;0.0
Narvarte;3;2;1;110;9450.0;3412.5;598.5
Narvarte;2;1;0;78;5180.0;1750.0;2275.0
Narvarte;3;1;1;90;7350.0;2975.0;437.5
Narvarte;3;1;1;93;8050.0;3811.5;427.0
Bosques de las Lomas;2;2;1;83;8050.0;5075.0;0.0
San Miguel Chapultepec;3;2;0;142;8750.0;4998.0;0.0
Narvarte;2;0;0;96;6300.0;2450.0;339.5
Nativitas;3;2;1;98;6650.0;1400.0;0.0
Roma;2;0;0;90;7000.0;1785.0;315.0
Santa Fe;2;1;1;90;8050.0;3773.0;805.0
Condesa;2;0;0;107;9450.0;2100.0;493.5
Narvarte;3;1;0;100;7000.0;1925.0;420.0
Narvarte;2;1;0;88;7000.0;1697.5;346.5
Roma;2;1;1;75;9800.0;3454.5;0.0
Nueva Santa María;2;1;1;176;3080.0;3150.0;535.5
Santa Fe;4;3;2;290;8750.0;12775.0;2698.5
San Rafael;2;1;0;71;3500.0;1260.0;87.5
Nativitas;2;0;1;78;4550.0;1575.0;0.0
Condesa;2;0;0;90;9100.0;2649.5;724.5
San Jerónimo;2;1;1;86;9100.0;2502.5;0.0
Santa Fe;2;1;1;88;8050.0;3325.0;896.0
Centro Histórico;2;0;0;90;7350.0;1995.0;140.0
Narvarte;3;2;1;84;8225.0;3325.0;3115.0
Centro Histórico;2;0;0;76;5250.0;2446.5;808.5
Santa Fe;2;2;1;72;5075.0;3412.5;584.5
Narvarte;2;1;0;90;4550.0;2691.5;0.0
Santa Fe;2;1;1;90;8400.0;4042.5;0.0
Condesa;3;0;0;130;9800.0;4375.0;1102.5
Santa Fe;2;1;1;100;6300.0;1848.0;668.5
Del Valle;3;0;0;83;8050.0;3101.0;458.5
Santa Fe;2;1;1;90;9800.0;4581.5;0.0
Villa de Guadalupe;3;1;1;82;5600.0;2135.0;2975.0
Del Valle;2;1;0;75;6650.0;2870.0;392.0
San Jerónimo;2;1;0;87;7700.0;2520.0;595.0
Santa Fe;2;1;1;78;9450.0;3115.0;8400.0
Roma;2;1;1;84;8750.0;4900.0;700.0
Santa Fe;3;2;1;140;8400.0;5600.0;15750.0
Narvarte;3;1;0;115;8400.0;1834.0;385.0
Roma;3;1;0;105;8750.0;3794.0;724.5
Condesa;2;0;0;71;7700.0;2030.0;0.0
Santa Fe;3;1;1;85;8400.0;3430.0;896.0
Coyoacán;2;0;0;100;9450.0;5530.0;630.0
Nueva Santa María;2;1;0;92;3150.0;2310.0;325.5
Las Águilas;3;2;1;161;5250.0;3150.0;9450.0
Narvarte;3;0;1;85;5250.0;2670.5;479.5
Narvarte;2;1;0;99;6300.0;2310.0;493.5
Condesa;2;1;1;85;9100.0;2866.5;476.0
Condesa;3;0;0;96;9100.0;1568.0;0.0
Narvarte;2;0;0;75;6300.0;2009.0;84.0
Narvarte;3;1;0;100;7000.0;2800.0;0.0
Santa Fe;2;2;1;84;8050.0;4578.0;749.0
Peralvillo;3;1;1;90;4025.0;2929.5;406.0
El Contadero;3;2;1;120;7875.0;1578.5;889.0
Santa Fe;3;1;1;85;6300.0;4200.0;0.0
Narvarte;2;0;0;84;5950.0;2415.0;0.0
Condesa;2;0;0;90;8050.0;2702.0;668.5
Tepalcatlalpan;3;1;1;100;4900.0;2117.5;0.0
San Miguel Chapultepec;3;2;0;95;5600.0;2450.0;0.0
Santa Fe;2;2;2;82;9100.0;6125.0;525.0
La Condesa;2;0;0;74;7700.0;1904.0;283.5
Condesa;2;0;1;108;8750.0;3570.0;0.0
Narvarte;2;1;1;80;7700.0;3465.0;364.0
Santa Fe;2;2;1;98;8750.0;6300.0;700.0
Roma;3;1;0;105;9800.0;3710.0;353.5
Santa Fe;2;1;1;80;7525.0;4644.5;0.0
Condesa;3;1;0;100;8050.0;5078.5;868.0
San Miguel Chapultepec;2;0;0;83;5950.0;910.0;283.5
Santa Fe;2;1;1;100;9450.0;5250.0;980.0
Narvarte;3;0;0;80;4550.0;1400.0;602.0
Santa Fe;3;1;1;110;9800.0;9397.5;2558.5
Condesa;3;1;0;171;9100.0;5950.0;1347.5
Condesa;3;0;0;90;7000.0;5950.0;6716.5
Santa Fe;2;1;1;82;8050.0;4410.0;927.5
Mixcoac;3;0;0;77;4900.0;1925.0;175.0
Napoles;2;0;0;84;9450.0;2520.0;5656.0
Santa Fe;2;1;1;76;7000.0;3430.0;735.0
Narvarte;3;1;1;84;8225.0;3150.0;0.0
Nativitas;2;1;0;90;4585.0;770.0;112.0
Del Valle;2;1;0;75;7700.0;3185.0;374.5
Narvarte;3;1;1;110;5600.0;3150.0;5159.0
Condesa;2;1;0;79;9800.0;2443.0;357.0
Polanco;2;1;1;85;8750.0;5250.0;360.5
Juárez;2;1;0;71;7700.0;2537.5;381.5
San Rafael;2;1;1;80;5250.0;2100.0;0.0
Napoles;2;0;1;75;9100.0;3073.0;0.0
Narvarte;3;0;0;90;6300.0;1400.0;245.0
Santa Fe;2;1;1;80;4900.0;4550.0;1400.0
Narvarte;3;1;1;120;7000.0;3500.0;490.0
Santa Fe;2;2;1;110;9450.0;6650.0;0.0
Nueva Santa María;2;0;0;76;3500.0;595.0;59.5
Narvarte;3;0;0;125;6300.0;2205.0;514.5
Condesa;2;1;0;80;8050.0;2450.0;910.0
Narvarte;2;1;0;88;4200.0;2240.0;0.0
Narvarte;3;0;0;80;4550.0;2618.0;262.5
Santa Fe;2;1;1;98;10150.0;3780.0;945.0
Condesa;3;0;1;100;7875.0;1470.0;175.0
Juárez;2;0;1;71;7000.0;2537.5;0.0
Mixcoac;3;0;1;73;5250.0;1050.0;0.0
Santa Fe;2;1;1;80;6300.0;4760.0;1190.0
Coyoacán;2;1;0;75;10150.0;2625.0;567.0
Las Águilas;3;1;1;75;5950.0;2100.0;280.0
Santa Fe;2;1;1;80;8050.0;3500.0;0.0
Narvarte;3;1;1;149;8750.0;3850.0;0.0
Roma Norte;3;1;0;110;7000.0;1750.0;0.0
Nueva Santa María;2;0;0;86;5250.0;980.0;262.5
Narvarte;3;1;0;100;8050.0;2681.0;0.0
Del Valle;2;1;0;82;7700.0;2485.0;0.0
Doctores;3;1;1;89;5075.0;1414.0;525.0
Condesa;2;0;0;90;8330.0;2527.0;693.0
Roma;2;1;1;86;9100.0;3430.0;0.0
Condesa;3;0;0;94;7525.0;4200.0;794.5
Narvarte;2;1;1;90;6650.0;3675.0;378.0
Del Valle;3;0;0;115;9100.0;2625.0;675.5
Condesa;2;0;0;79;9800.0;2905.0;395.5
Narvarte;2;0;0;75;4725.0;1400.0;73.5
Santa Fe;2;1;1;83;8050.0;3850.0;735.0
Roma Norte;3;1;0;92;5600.0;1330.0;238.0
San Pedro de los Pinos;3;0;1;100;9800.0;5460.0;367.5
Condesa;2;0;0;85;9800.0;2457.0;703.5
Condesa;2;1;0;72;8750.0;2625.0;0.0
Del Valle;2;1;1;85;10150.0;2975.0;651.0
Polanco;3;0;1;89;7700.0;4375.0;560.0
Santa Fe;2;2;1;145;9100.0;5250.0;0.0
Santa Fe;3;2;1;86;9800.0;4777.5;808.5
Napoles;2;0;0;75;8750.0;3073.0;0.0
Condesa;2;0;0;88;8050.0;3850.0;350.0
San Miguel Chapultepec;3;0;0;90;5950.0;1400.0;0.0
San Miguel Chapultepec;3;1;0;98;6300.0;1225.0;273.0
Del Valle;2;0;0;75;8400.0;2450.0;308.0
Narvarte;3;0;1;100;4900.0;1400.0;0.0
La Virgen;3;1;0;79;4900.0;1960.0;0.0
Santa Fe;2;0;1;100;9450.0;3500.0;805.0
Condesa;2;0;0;75;9100.0;2117.5;308.0
Bosques de las Lomas;3;1;1;100;10150.0;1680.0;700.0
San Ángel;3;0;1;120;9450.0;3080.0;833.0
Santa Fe;2;2;1;100;7700.0;6065.5;819.0
Roma Norte;2;1;0;88;4200.0;2425.5;0.0
Narvarte;2;2;1;95;8750.0;2450.0;805.0
Narvarte;4;2;1;188;7000.0;7000.0;1081.5
Coyoacán;2;0;0;85;8750.0;3150.0;0.0
San Miguel Chapultepec;2;1;1;76;5950.0;2089.5;0.0
El Contadero;3;1;2;110;9450.0;1750.0;0.0
Iztacalco;3;1;1;90;4200.0;1750.0;210.0
San Miguel Chapultepec;2;1;0;138;7000.0;2065.0;805.0
Condesa;2;1;0;81;8750.0;2835.0;318.5
Santa Fe;2;1;1;184;9450.0;6300.0;1207.5
Iztacalco;3;1;0;82;3850.0;1925.0;98.0
Narvarte;2;1;0;71;5250.0;2310.0;1942.5
Napoles;2;0;0;75;9800.0;3213.0;0.0
San Miguel Chapultepec;2;0;0;100;5250.0;1470.0;70.0
Iztacalco;3;2;0;121;5950.0;2145.5;0.0
Narvarte;2;1;1;100;7700.0;3479.0;675.5
Del Valle;3;0;0;90;9100.0;2352.0;336.0
Narvarte;3;2;1;132;7700.0;3850.0;0.0
Narvarte;2;1;1;89;6300.0;3199.0;479.5
Condesa;2;0;0;74;8750.0;2905.0;2520.0
Centro Histórico;2;0;0;80;8400.0;1347.5;612.5
Polanco;3;2;1;156;10325.0;5075.0;0.0
Condesa;2;0;0;95;7350.0;2380.0;192.5
San Miguel Chapultepec;2;0;0;75;4200.0;2327.5;0.0
Condesa;2;0;0;76;8050.0;2457.0;577.5
Del Valle;2;1;0;75;7700.0;3115.0;374.5
San Miguel Chapultepec;2;1;1;95;5950.0;2625.0;0.0
San Rafael;3;1;1;74;6650.0;1575.0;0.0
Santa Fe;2;1;0;71;5950.0;5054.0;0.0
San Miguel Chapultepec;3;0;0;82;5250.0;1435.0;290.5
Condesa;2;1;1;75;9446.5;5670.0;385.0
Narvarte;2;1;1;80;7350.0;2625.0;420.0
San Miguel Chapultepec;2;1;0;80;5600.0;1589.0;395.5
Narvarte;3;1;0;80;5250.0;1575.0;0.0
Narvarte;2;0;1;84;7350.0;4025.0;1428.0
Moctezuma;3;1;1;74;6300.0;1767.5;224.0
Santa Fe;3;2;1;74;9800.0;2177.0;224.0
Santa Fe;2;1;1;72;8400.0;4200.0;777.0
Narvarte;3;1;0;92;6650.0;2292.5;0.0
Narvarte;3;1;1;95;8050.0;4900.0;413.0
Santa Fe;3;1;1;107;7350.0;4403.0;504.0
San Jerónimo;3;1;1;130;9100.0;3619.0;840.0
Condesa;2;0;0;78;9450.0;2590.0;105.0
El Contadero;3;3;1;140;8050.0;2800.0;0.0
Santa Fe;2;1;1;80;8750.0;4616.5;525.0
Villa Coapa;2;0;0;73;3465.0;892.5;0.0
Del Valle;2;1;1;71;9450.0;3202.5;458.5
Condesa;4;1;0;180;7000.0;6734.0;1480.5
Santa Fe;2;1;1;77;7350.0;3500.0;350.0
Santa Fe;2;1;1;85;7700.0;4550.0;1155.0
Narvarte;3;1;1;90;8750.0;4725.0;0.0
Narvarte;3;1;1;100;8050.0;2415.0;0.0
Narvarte;3;1;0;90;8750.0;2765.0;336.0
Santa Fe;2;1;1;80;7875.0;4025.0;483.0
San Pedro de los Pinos;2;1;1;85;9800.0;3150.0;679.0
Condesa;3;0;0;110;6300.0;3101.0;245.0
Narvarte;2;1;1;100;6300.0;2544.5;357.0
Roma;2;1;1;80;8750.0;3220.0;525.0
Narvarte;3;0;0;122;5250.0;2432.5;602.0
Narvarte;2;1;0;83;7700.0;2625.0;290.5
Villa de Guadalupe;2;0;0;80;4200.0;280.0;0.0
Narvarte;2;1;1;80;6300.0;2100.0;73.5
Narvarte;3;1;1;80;7700.0;2450.0;700.0
Del Valle;2;1;0;88;3850.0;1400.0;154.0
Condesa;2;0;0;75;7000.0;2369.5;458.5
Narvarte;3;1;1;80;6650.0;3437.0;395.5
Narvarte;2;1;0;72;7350.0;3062.5;420.0
Narvarte;2;1;1;86;8750.0;2499.0;0.0
Doctores;3;0;0;99;3430.0;1487.5;45.5
Santa Fe;3;2;1;106;7875.0;6202.0;8820.0
Del Valle;2;1;1;82;9800.0;3339.0;364.0
Narvarte;2;1;1;80;7000.0;1750.0;329.0
Condesa;2;0;0;85;8750.0;3909.5;581.0
Santa Fe;2;1;1;95;8750.0;3815.0;973.0
Roma;2;1;0;96;10430.0;2432.5;626.5
Condesa;2;0;0;80;9100.0;2674.0;0.0
Santa Fe;3;1;1;80;9800.0;4725.0;661.5
San Ángel;3;0;1;115;9450.0;3080.0;623.0
San Miguel Chapultepec;2;0;0;76;5250.0;875.0;164.5
Del Valle;3;0;0;80;6300.0;3430.0;360.5
Condesa;2;1;0;79;9100.0;2579.5;654.5
Santa Fe;2;2;2;75;7000.0;4886.0;4690.0
Santa Fe;2;1;1;85;8750.0;4830.0;0.0
Condesa;2;1;1;85;10325.0;2170.0;556.5
Narvarte;3;1;1;145;9800.0;3325.0;539.0
Narvarte;2;0;0;80;4900.0;2975.0;0.0
Narvarte;3;1;0;96;6125.0;3325.0;413.0
Condesa;2;0;1;75;9100.0;2170.0;630.0
Santa Fe;3;1;1;82;8050.0;2975.0;490.0
Santa Fe;3;1;1;92;9800.0;4200.0;0.0
Santa Fe;2;1;1;75;8750.0;7927.5;1788.5
Del Valle;2;0;0;95;7350.0;2681.0;0.0
Narvarte;3;2;0;108;7000.0;3500.0;0.0
Napoles;2;1;0;84;9100.0;2740.5;0.0
Del Valle;2;1;0;75;7700.0;2026.5;0.0
Del Valle;3;0;0;130;9100.0;2555.0;0.0
Condesa;2;0;0;84;8050.0;3675.0;409.5
Santa Fe;2;1;1;77;7000.0;3381.0;0.0
Condesa;2;0;0;72;7000.0;2537.5;0.0
Condesa;2;0;0;73;8750.0;2555.0;0.0
Bosques de las Lomas;2;1;1;100;10150.0;5071.5;1470.0
Narvarte;2;0;0;80;4900.0;2975.0;0.0
Santa Fe;2;1;1;82;8050.0;4410.0;927.5
San Rafael;3;2;1;103;5950.0;2240.0;0.0
Condesa;2;1;0;80;6300.0;1575.0;770.0
Condesa;3;1;0;177;7350.0;6496.0;0.0
Narvarte;2;1;1;120;5600.0;3059.0;665.0
Villa de Cortés;3;0;0;88;3850.0;455.0;0.0
Condesa;2;0;0;90;8925.0;2345.0;455.0
Santa Fe;2;1;2;77;3500.0;3864.0;252.0
Narvarte;2;0;0;90;5950.0;1855.0;0.0
Napoles;4;0;1;185;6300.0;7000.0;945.0
Condesa;3;0;0;106;9800.0;3682.0;595.0
Roma;3;0;0;100;8050.0;2345.0;444.5
Santa Fe;3;1;1;109;9800.0;5306.0;6366.5
Condesa;3;1;0;95;10150.0;4200.0;560.0
Narvarte;3;1;1;90;7700.0;2506.0;0.0
Condesa;3;1;1;90;9800.0;3255.0;280.0
Peralvillo;2;1;1;75;5600.0;2205.0;0.0
Santa Fe;2;1;2;86;9100.0;4200.0;875.0
Doctores;2;0;0;73;3150.0;1225.0;59.5
Santa Fe;2;1;1;75;8750.0;2625.0;525.0
San Miguel Chapultepec;3;0;0;96;4900.0;2495.5;0.0
Los Reyes Coyoacán;2;1;0;76;3850.0;2275.0;45.5
Roma;3;1;1;108;8750.0;4200.0;0.0
Ciudad de los Deportes;2;1;0;74;2450.0;875.0;45.5
Narvarte;3;1;0;80;9100.0;2800.0;0.0
La Florida;3;1;1;73;4550.0;2744.0;294.0
Reforma Política;3;0;0;90;9450.0;5600.0;602.0
Bosques de las Lomas;2;1;1;93;9450.0;5684.0;997.5
San Rafael;3;2;0;80;6289.5;2278.5;245.0
Nueva Santa María;3;0;0;95;3150.0;875.0;52.5
Narvarte;4;2;1;188;7000.0;7000.0;10815.0
Culhuacán CTM;3;1;0;120;4200.0;700.0;192.5
Santa Fe;2;1;2;93;8050.0;4550.0;983.5
Centro Histórico;2;0;0;79;6650.0;1750.0;122.5
Santa Fe;2;1;2;93;9450.0;4595.5;0.0
Santa Fe;2;1;1;85;8050.0;3860.5;584.5
Santa Fe;2;1;1;98;10150.0;3850.0;665.0
Narvarte;3;2;1;150;9800.0;4900.0;777.0
Narvarte;2;0;0;73;4200.0;2450.0;105.0
Narvarte;3;1;0;90;8050.0;2614.5;0.0
Condesa;2;0;0;74;4900.0;3969.0;472.5
Santa Fe;2;2;0;98;9800.0;2800.0;910.0
Condesa;2;0;0;78;9100.0;2135.0;434.0
Santa Fe;3;2;1;125;9100.0;5617.5;1193.5
Roma;2;1;1;93;7000.0;4550.0;595.0
Condesa;2;0;1;80;10150.0;3430.0;665.0
Peralvillo;3;1;0;153;7700.0;3850.0;6835.5
Santa Fe;2;2;1;144;7700.0;5950.0;0.0
Santa Fe;3;2;1;120;10150.0;5250.0;1085.0
San Miguel Chapultepec;2;0;1;85;5250.0;1330.0;287.0
Villa de Cortés;2;1;0;120;2975.0;1400.0;0.0
Peralvillo;3;1;1;85;3500.0;3437.0;3850.0
Narvarte;3;0;0;80;6300.0;2660.0;416.5
La Florida;3;1;1;93;4550.0;3031.0;0.0
Roma Norte;2;0;0;90;6125.0;787.5;0.0
Del Valle;2;1;0;87;9100.0;2912.0;448.0
Santa Fe;2;1;1;74;7000.0;3500.0;630.0
Santa Fe;2;1;1;85;8400.0;5022.5;626.5
Las Águilas;3;1;1;190;6475.0;4812.5;665.0
Santa Fe;3;2;1;100;9800.0;5197.5;9100.0
Santa Fe;3;1;1;94;7350.0;4550.0;413.0
Narvarte;3;1;0;120;4900.0;2446.5;525.0
Roma;2;1;1;80;8610.0;3080.0;686.0
Coyoacán;2;0;0;76;7000.0;2352.0;0.0
Napoles;2;0;0;75;9800.0;3213.0;0.0
Santa Fe;2;1;0;92;9275.0;5701.5;2065.0
Villa de Cortés;2;0;0;90;2450.0;630.0;0.0
Santa Fe;3;2;1;150;8750.0;5250.0;1393.0
Santa Fe;2;1;1;76;8050.0;3489.5;0.0
Santa Fe;3;2;1;76;4550.0;3066.0;0.0
Iztacalco;3;0;0;90;4725.0;332.5;0.0
Narvarte;3;0;0;92;5250.0;2257.5;297.5
Narvarte;4;2;2;182;8750.0;5670.0;1039.5
Napoles;2;1;1;86;8750.0;2873.5;514.5
Santa Fe;2;1;1;80;8750.0;4945.5;0.0
Roma;2;0;0;80;7700.0;3500.0;434.0
Santa Fe;2;1;1;90;8400.0;4550.0;682.5
Arboledas;3;1;1;76;3850.0;2159.5;472.5
Condesa;3;1;0;114;8750.0;5302.5;1004.5
Condesa;3;1;1;100;10150.0;3850.0;752.5
Del Valle;3;1;1;105;8750.0;4046.0;756.0
San Andrés Tetepilco;2;0;0;80;3150.0;1162.0;0.0
Narvarte;2;1;0;75;5250.0;1505.0;0.0
Álvaro Obregón;3;1;1;140;4200.0;1400.0;0.0
Lomas de Chapultepec;2;0;0;94;8400.0;2775.5;623.0
